method,task,dataset,scene,jsr,patch_layer,coreset_ratio,freq_window,nn_topk,nn_agg,coreset_method,rowwise_coreset,memory_mode,freq_zscore,row_proto_zscore,position_soft_axis,position_soft_weight,coherence_alpha,coherence_top_ratio,text_auc,vit_patchcore_max_auc,harmonic_text_vit_patchcore_max_auc,vit_patchcore_top0p01_auc,harmonic_text_vit_patchcore_top0p01_auc,vit_patchcore_top0p05_auc,harmonic_text_vit_patchcore_top0p05_auc,vit_patchcore_top0p1_auc,harmonic_text_vit_patchcore_top0p1_auc
vit_patchcore_gallery_cls,cls,chirp_signal,TimeSquare_spectrum,m10db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,89.5457298606905,99.6365838885524,99.64869775893398,99.78195033313145,99.78195033313145,98.95820714718353,98.93397940642035,98.46153846153845,98.48576620230163
vit_patchcore_gallery_cls,cls,chirp_signal,TimeSquare_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,90.93676814988291,97.3536299765808,97.36533957845434,97.20140515222482,97.2599531615925,95.6791569086651,95.76112412177986,94.88290398126463,95.0936768149883
vit_patchcore_gallery_cls,cls,chirp_signal,TimeSquare_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,71.24935666495111,96.57745753988677,96.46165723108594,96.47452393206383,96.358723623263,95.53525476067936,95.3937210499228,94.11991765311373,93.9269171384457
vit_patchcore_gallery_cls,cls,dsss_signal,TimeSquare_spectrum,m10db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,94.28368121442125,95.16129032258064,95.41034155597723,95.62381404174573,95.84914611005692,96.32352941176471,96.48956356736242,97.27229601518026,97.52134724857684
vit_patchcore_gallery_cls,cls,dsss_signal,TimeSquare_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,91.11717267552181,96.05075901328273,96.1219165085389,97.67552182163188,97.75853889943073,99.3595825426945,99.38330170777989,99.71537001897534,99.72722960151803
vit_patchcore_gallery_cls,cls,dsss_signal,TimeSquare_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,74.38330170777989,91.71015180265655,91.68643263757114,93.93975332068311,93.97533206831119,96.64373814041745,96.59629981024669,97.54506641366224,97.54506641366224
vit_patchcore_gallery_cls,cls,pulse_signal,TimeSquare_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,83.43058968058968,99.98464373464373,99.98464373464373,100.0,100.0,99.84643734643734,99.84643734643734,99.1554054054054,99.23218673218673
vit_patchcore_gallery_cls,cls,pulse_signal,TimeSquare_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,68.80032206119162,98.4165324745035,98.3762748255502,98.63123993558777,98.48362855609233,97.26247987117553,97.31615673644659,94.73966720343532,94.76650563607085
vit_patchcore_gallery_cls,cls,pulse_signal,TimeSquare_spectrum,m40db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,60.098379629629626,98.97280092592592,98.94386574074075,98.2494212962963,98.22048611111111,88.8599537037037,88.97569444444444,82.00231481481481,82.47974537037037
vit_patchcore_gallery_cls,cls,deceptive_signal,TimeSquare_spectrum,strong,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,77.00639204545455,90.05681818181819,90.48295454545455,91.93892045454545,92.40056818181819,95.63210227272727,95.703125,96.30681818181819,96.34232954545455
vit_patchcore_gallery_cls,cls,deceptive_signal,TimeSquare_spectrum,medium,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,81.67613636363636,86.00852272727273,86.43465909090908,88.42329545454545,88.92045454545455,93.359375,93.82102272727273,94.99289772727273,95.13494318181819
vit_patchcore_gallery_cls,cls,deceptive_signal,TimeSquare_spectrum,weak,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,83.18536931818183,83.0965909090909,83.77130681818181,85.93749999999999,86.50568181818181,93.11079545454545,93.4659090909091,94.2471590909091,94.38920454545455
vit_patchcore_gallery_cls,cls,burst_signal,Gymnasium_spectrum,m10db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,87.42042824074073,100.0,100.0,100.0,100.0,99.66724537037037,99.66724537037037,99.30555555555556,99.34895833333333
vit_patchcore_gallery_cls,cls,burst_signal,Gymnasium_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,84.25352112676056,98.22535211267606,98.21126760563381,97.91549295774648,97.91549295774648,97.50704225352112,97.47887323943662,97.0,96.98591549295774
vit_patchcore_gallery_cls,cls,burst_signal,Gymnasium_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,79.66901408450704,96.91549295774647,96.95774647887323,97.19718309859154,97.16901408450703,96.30985915492957,96.32394366197184,95.22535211267605,95.15492957746478
vit_patchcore_gallery_cls,cls,chirp_signal,Gymnasium_spectrum,m10db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,93.73391662377766,99.93566649511065,99.93566649511065,99.84559958826557,99.84559958826557,99.5882655687082,99.63973237261966,99.29233144621719,99.31806484817294
vit_patchcore_gallery_cls,cls,chirp_signal,Gymnasium_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,85.540771484375,98.84033203125,98.828125,98.66943359375,98.6328125,98.095703125,98.095703125,97.57080078125,97.5830078125
vit_patchcore_gallery_cls,cls,chirp_signal,Gymnasium_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,49.17628667628668,87.25348725348725,87.20538720538721,87.07311207311207,87.15728715728717,85.31746031746033,85.30543530543531,83.45358345358346,83.33333333333334
vit_patchcore_gallery_cls,cls,dsss_signal,Gymnasium_spectrum,m10db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,92.76565464895636,97.81783681214421,97.79411764705883,98.60056925996206,98.56499051233398,99.50189753320683,99.44259962049337,99.75094876660341,99.72722960151803
vit_patchcore_gallery_cls,cls,dsss_signal,Gymnasium_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,95.63567362428843,94.36669829222012,94.60388994307401,94.78178368121442,94.95967741935483,98.51755218216319,98.55313092979127,99.08681214421253,99.11053130929793
vit_patchcore_gallery_cls,cls,dsss_signal,Gymnasium_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,74.62642314990514,91.65085388994308,91.72201138519924,92.2556925996205,92.35056925996206,96.82163187855788,96.83349146110058,97.24857685009486,97.27229601518027
vit_patchcore_gallery_cls,cls,pulse_signal,Gymnasium_spectrum,m20db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,84.76641414141413,99.98737373737374,99.98737373737374,100.0,100.0,99.57070707070707,99.57070707070707,98.78787878787878,98.83838383838383
vit_patchcore_gallery_cls,cls,pulse_signal,Gymnasium_spectrum,m30db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,74.92253521126761,99.59154929577466,99.5774647887324,99.80281690140845,99.78873239436619,99.30985915492958,99.35211267605634,98.66197183098592,98.7605633802817
vit_patchcore_gallery_cls,cls,pulse_signal,Gymnasium_spectrum,m40db,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,43.25682382133995,45.06203473945409,44.91315136476427,42.729528535980144,42.60545905707196,39.925558312655085,39.86352357320099,39.540942928039705,39.30521091811415
vit_patchcore_gallery_cls,cls,deceptive_signal,Gymnasium_spectrum,strong,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,41.17542613636363,91.12215909090911,91.22869318181817,93.78551136363636,93.67897727272727,98.1534090909091,98.22443181818181,98.89914772727273,98.9346590909091
vit_patchcore_gallery_cls,cls,deceptive_signal,Gymnasium_spectrum,medium,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,26.86434659090909,97.72727272727273,97.72727272727273,98.65056818181819,98.61505681818183,99.57386363636364,99.5028409090909,100.0,100.0
vit_patchcore_gallery_cls,cls,deceptive_signal,Gymnasium_spectrum,weak,concat,0.1,-1,1,mean,farthest,0,global_nn,0,0,frequency,0.0,0.0,0.05,36.48792613636363,99.64488636363636,99.64488636363636,100.0,100.0,100.0,100.0,100.0,100.0
