method,task,dataset,scene,jsr,promptad_rescore_auc,normal_dist_top50_auc,fusion_raw_lam0.02_auc,fusion_minmax_lam0.02_auc,fusion_z_lam0.02_auc,fusion_raw_lam0.05_auc,fusion_minmax_lam0.05_auc,fusion_z_lam0.05_auc,fusion_raw_lam0.1_auc,fusion_minmax_lam0.1_auc,fusion_z_lam0.1_auc,fusion_raw_lam0.2_auc,fusion_minmax_lam0.2_auc,fusion_z_lam0.2_auc,fusion_raw_lam0.4_auc,fusion_minmax_lam0.4_auc,fusion_z_lam0.4_auc,formal_baseline_auc,delta_promptad_rescore_auc_vs_formal,delta_normal_dist_top50_auc_vs_formal,delta_fusion_raw_lam0.02_auc_vs_formal,delta_fusion_minmax_lam0.02_auc_vs_formal,delta_fusion_z_lam0.02_auc_vs_formal,delta_fusion_raw_lam0.05_auc_vs_formal,delta_fusion_minmax_lam0.05_auc_vs_formal,delta_fusion_z_lam0.05_auc_vs_formal,delta_fusion_raw_lam0.1_auc_vs_formal,delta_fusion_minmax_lam0.1_auc_vs_formal,delta_fusion_z_lam0.1_auc_vs_formal,delta_fusion_raw_lam0.2_auc_vs_formal,delta_fusion_minmax_lam0.2_auc_vs_formal,delta_fusion_z_lam0.2_auc_vs_formal,delta_fusion_raw_lam0.4_auc_vs_formal,delta_fusion_minmax_lam0.4_auc_vs_formal,delta_fusion_z_lam0.4_auc_vs_formal
promptad_normal_gallery_fusion,cls,dsss_signal,TimeSquare_spectrum,m20db,69.00715563506262,99.31425163983303,70.90041741204531,70.24448419797257,69.97614788312461,73.1365533691115,71.76505664877759,71.4370900417412,77.4597495527728,74.00119260584376,73.19618366129993,84.4066785927251,78.98032200357783,77.75790101371497,93.29159212880143,86.49373881932021,84.85390578413833,89.8032,-20.796044364937387,9.511051639833028,-18.90278258795469,-19.558715802027436,-19.827052116875393,-16.666646630888508,-18.038143351222416,-18.366109958258804,-12.343450447227198,-15.802007394156249,-16.607016338700078,-5.3965214072749035,-10.822877996422179,-12.045298986285033,3.488392128801422,-3.30946118067979,-4.94929421586167
promptad_normal_gallery_fusion,cls,dsss_signal,TimeSquare_spectrum,m30db,78.04114490161001,97.46571258199165,79.30828861061418,78.80143112701252,78.77161598091831,81.21645796064401,79.96422182468694,79.93440667859272,84.37686344663088,81.90220632081096,81.78294573643412,88.93858079904591,85.3309481216458,85.27131782945737,94.99105545617174,90.63804412641622,90.42933810375672,85.5695,-7.528355098389994,11.896212581991648,-6.261211389385821,-6.7680688729874845,-6.7978840190816925,-4.353042039355998,-5.60527817531306,-5.6350933214072825,-1.1926365533691268,-3.6672936791890436,-3.7865542635658898,3.3690807990459035,-0.2385518783542011,-0.2981821705426313,9.421555456171731,5.068544126416214,4.859838103756715
promptad_normal_gallery_fusion,cls,dsss_signal,Gymnasium_spectrum,m10db,48.27072152653548,99.58258795468097,53.398926654740606,50.3875968992248,49.8211091234347,60.58437686344663,53.36911150864639,52.17650566487776,70.00596302921885,58.52713178294575,56.112104949314244,81.0077519379845,66.90518783542039,62.5819916517591,91.74120453190221,77.54919499105546,72.86821705426357,98.7776,-50.506878473464525,0.8049879546809677,-45.3786733452594,-48.3900031007752,-48.956490876565304,-38.19322313655338,-45.408488491353616,-46.60109433512225,-28.77163697078116,-40.250468217054255,-42.66549505068576,-17.769848062015512,-31.872412164579615,-36.19560834824091,-7.036395468097794,-21.22840500894455,-25.90938294573644
promptad_normal_gallery_fusion,cls,dsss_signal,Gymnasium_spectrum,m20db,52.80262373285629,99.94036970781157,55.21765056648778,53.60763267740012,53.48837209302325,58.79546809779368,55.307096004770415,55.0685748360167,64.72868217054264,57.60286225402504,57.12581991651759,74.65712581991652,62.55217650566488,61.59809183064997,86.55336911150864,70.96004770423376,69.79725700655932,96.3327,-43.53007626714371,3.607669707811567,-41.115049433512226,-42.725067322599884,-42.84432790697675,-37.53723190220632,-41.02560399522959,-41.2641251639833,-31.604017829457362,-38.72983774597496,-39.20688008348241,-21.675574180083487,-33.78052349433512,-34.73460816935003,-9.779330888491359,-25.372652295766244,-26.535442993440682
promptad_normal_gallery_fusion,cls,dsss_signal,Gymnasium_spectrum,m30db,47.33154442456768,93.53011329755516,49.344066785927254,48.33035181872391,48.3005366726297,52.86225402504472,49.76147883124627,49.55277280858676,58.0799045915325,52.68336314847944,52.41502683363149,65.65295169946333,57.84138342277878,57.15563506261181,74.92546213476446,65.20572450805008,64.43053070960048,68.4258,-21.094255575432314,25.104313297555166,-19.08173321407274,-20.095448181276083,-20.1252633273703,-15.563545974955275,-18.664321168753723,-18.873027191413236,-10.345895408467499,-15.742436851520559,-16.01077316636851,-2.7728483005366655,-10.584416577221212,-11.270164937388188,6.499662134764463,-3.2200754919499133,-3.99526929039952
promptad_normal_gallery_fusion,cls,pulse_signal,WeaponMuseum_spectrum,m20db,94.27521008403362,89.75840336134453,94.53781512605042,94.32773109243698,94.32773109243698,95.01050420168067,94.53781512605042,94.53781512605042,95.27310924369749,94.85294117647058,94.90546218487394,95.22058823529412,95.27310924369748,95.27310924369748,95.1155462184874,95.32563025210085,95.32563025210085,96.166,-1.89078991596638,-6.407596638655463,-1.6281848739495786,-1.8382689075630196,-1.8382689075630196,-1.155495798319322,-1.6281848739495786,-1.6281848739495786,-0.8928907563025064,-1.313058823529417,-1.2605378151260567,-0.9454117647058808,-0.8928907563025206,-0.8928907563025206,-1.0504537815126014,-0.8403697478991461,-0.8403697478991461
promptad_normal_gallery_fusion,cls,pulse_signal,WeaponMuseum_spectrum,m30db,86.18697478991596,65.86134453781514,86.50210084033614,86.50210084033614,86.50210084033614,86.8172268907563,86.60714285714286,86.71218487394958,87.28991596638656,86.76470588235294,86.8172268907563,86.76470588235294,87.2373949579832,87.2373949579832,85.29411764705883,86.76470588235294,86.65966386554622,77.3109,8.876074789915961,-11.449555462184861,9.191200840336137,9.191200840336137,9.191200840336137,9.506326890756299,9.296242857142857,9.401284873949578,9.979015966386555,9.453805882352938,9.506326890756299,9.453805882352938,9.926494957983195,9.926494957983195,7.983217647058822,9.453805882352938,9.348763865546218
promptad_normal_gallery_fusion,cls,pulse_signal,WeaponMuseum_spectrum,m40db,49.84787018255577,38.995943204868155,50.15212981744421,49.94929006085192,49.89858012170385,50.45638945233265,50.25354969574036,50.05070993914808,50.2028397565923,50.35496957403651,50.45638945233265,50.0,50.30425963488844,50.2028397565923,49.49290060851927,50.0,50.0,36.1055,13.742370182555774,2.8904432048681556,14.046629817444213,13.843790060851923,13.793080121703852,14.350889452332652,14.148049695740362,13.945209939148079,14.097339756592298,14.24946957403651,14.350889452332652,13.8945,14.19875963488844,14.097339756592298,13.387400608519272,13.8945,13.8945
promptad_normal_gallery_fusion,cls,pulse_signal,Playground_spectrum,m20db,90.87301587301587,97.32142857142857,91.30291005291006,91.26984126984127,91.26984126984127,92.42724867724867,92.1957671957672,91.9973544973545,93.3862433862434,92.989417989418,92.79100529100529,95.3373015873016,94.54365079365078,94.17989417989419,97.4537037037037,96.75925925925925,96.42857142857142,100.0,-9.126984126984127,-2.6785714285714306,-8.697089947089935,-8.730158730158735,-8.730158730158735,-7.57275132275133,-7.804232804232797,-8.002645502645507,-6.613756613756607,-7.010582010581999,-7.208994708994709,-4.662698412698404,-5.456349206349216,-5.820105820105809,-2.5462962962963047,-3.2407407407407476,-3.5714285714285836
promptad_normal_gallery_fusion,cls,pulse_signal,Playground_spectrum,m30db,86.7128935532234,91.07946026986508,87.06896551724138,87.06896551724138,87.18140929535232,87.6311844077961,87.55622188905548,87.74362818590706,88.30584707646177,88.23088455772114,88.45577211394303,89.880059970015,89.84257871064467,90.25487256371815,91.64167916041978,91.60419790104947,92.01649175412294,99.8876,-13.17470644677661,-8.808139730134926,-12.818634482758625,-12.818634482758625,-12.706190704647682,-12.256415592203908,-12.331378110944527,-12.14397181409295,-11.581752923538232,-11.656715442278866,-11.431827886056979,-10.007540029985009,-10.045021289355333,-9.632727436281854,-8.245920839580222,-8.283402098950532,-7.871108245877068
promptad_normal_gallery_fusion,cls,pulse_signal,Playground_spectrum,m40db,68.73278236914602,68.69834710743802,68.93939393939394,69.0426997245179,69.0426997245179,69.0771349862259,69.28374655647383,69.24931129476585,69.69696969696969,69.86914600550963,69.86914600550963,70.24793388429752,70.48898071625344,70.42011019283746,70.31680440771349,70.86776859504133,70.83333333333334,56.4394,12.293382369146023,12.258947107438026,12.499993939393939,12.603299724517903,12.603299724517903,12.637734986225901,12.84434655647383,12.809911294765847,13.25756969696969,13.429746005509635,13.429746005509635,13.808533884297525,14.049580716253438,13.980710192837456,13.877404407713492,14.428368595041327,14.393933333333344
promptad_normal_gallery_fusion,cls,pulse_signal,TimeSquare_spectrum,m20db,97.2263868065967,94.90254872563717,97.4512743628186,97.30134932533733,97.30134932533733,97.93853073463268,97.4887556221889,97.63868065967016,98.65067466266866,97.86356821589204,98.2383808095952,99.28785607196401,98.53823088455772,98.87556221889055,99.85007496251875,99.17541229385307,99.47526236881559,100.0,-2.773613193403307,-5.097451274362825,-2.5487256371814055,-2.698650674662673,-2.698650674662673,-2.0614692653673217,-2.5112443778110958,-2.3613193403298425,-1.3493253373313365,-2.1364317841079554,-1.7616191904048009,-0.7121439280359851,-1.46176911544228,-1.1244377811094495,-0.1499250374812533,-0.8245877061469287,-0.5247376311844079
promptad_normal_gallery_fusion,cls,pulse_signal,TimeSquare_spectrum,m30db,90.49586776859503,88.18870523415978,90.94352617079889,90.84022038567494,90.90909090909092,91.63223140495867,91.11570247933885,91.21900826446281,92.4931129476584,91.66666666666667,91.90771349862258,94.00826446280992,92.59641873278237,93.04407713498624,96.31542699724518,94.21487603305785,94.9724517906336,98.1405,-7.6446322314049695,-9.95179476584022,-7.196973829201113,-7.3002796143250634,-7.231409090909082,-6.508268595041329,-7.024797520661153,-6.921491735537188,-5.6473870523416,-6.4738333333333316,-6.232786501377419,-4.132235537190084,-5.544081267217635,-5.096422865013764,-1.82507300275482,-3.9256239669421547,-3.168048209366404
promptad_normal_gallery_fusion,cls,pulse_signal,TimeSquare_spectrum,m40db,74.3252840909091,57.06676136363637,74.43181818181819,74.36079545454545,74.36079545454545,74.46732954545455,74.25426136363636,74.39630681818183,74.7159090909091,74.609375,74.68039772727273,75.2840909090909,75.0,75.17755681818183,75.07102272727273,75.46164772727272,75.60369318181817,72.8693,1.455984090909098,-15.802538636363629,1.5625181818181915,1.4914954545454577,1.4914954545454577,1.5980295454545512,1.3849613636363642,1.5270068181818317,1.846609090909098,1.7400750000000045,1.8110977272727382,2.414790909090911,2.1307000000000045,2.3082568181818317,2.201722727272738,2.592347727272724,2.7343931818181773
promptad_normal_gallery_fusion,cls,pulse_signal,Gymnasium_spectrum,m20db,95.24623803009577,100.0,95.58823529411765,95.34883720930233,95.38303693570451,96.0328317373461,95.58823529411765,95.58823529411765,96.71682626538988,95.82763337893297,95.82763337893297,97.84541723666212,96.27222982216142,96.27222982216142,99.58960328317373,97.36662106703147,97.46922024623802,100.0,-4.753761969904232,0.0,-4.411764705882348,-4.6511627906976685,-4.61696306429549,-3.9671682626538995,-4.411764705882348,-4.411764705882348,-3.2831737346101164,-4.172366621067027,-4.172366621067027,-2.154582763337885,-3.727770177838579,-3.727770177838579,-0.4103967168262699,-2.633378932968526,-2.5307797537619763
promptad_normal_gallery_fusion,cls,pulse_signal,Gymnasium_spectrum,m30db,87.61648745519713,97.24014336917563,88.02867383512543,87.84946236559139,87.84946236559139,89.06810035842294,88.10035842293907,88.02867383512543,90.28673835125448,88.88888888888889,88.74551971326164,91.75627240143369,90.14336917562726,89.89247311827957,94.44444444444446,91.39784946236557,91.18279569892472,89.8925,-2.2760125448028674,7.347643369175628,-1.8638261648745669,-2.0430376344086056,-2.0430376344086056,-0.8243996415770596,-1.7921415770609315,-1.8638261648745669,0.3942383512544865,-1.0036111111111126,-1.146980286738355,1.8637724014336925,0.2508691756272583,-2.6881720430083078e-05,4.551944444444459,1.5053494623655723,1.290295698924723
promptad_normal_gallery_fusion,cls,pulse_signal,Gymnasium_spectrum,m40db,46.50900900900901,50.04826254826256,46.4929214929215,46.49292149292149,46.33204633204633,46.46074646074646,46.23552123552124,46.42857142857143,46.3963963963964,46.171171171171174,46.10682110682111,45.88159588159588,45.23809523809524,45.97812097812098,45.65637065637066,44.53024453024453,45.238095238095234,19.1441,27.36490900900901,30.904162548262555,27.348821492921495,27.348821492921488,27.18794633204633,27.316646460746462,27.09142123552124,27.28447142857143,27.252296396396396,27.027071171171173,26.962721106821107,26.737495881595876,26.09399523809524,26.834020978120975,26.51227065637066,25.38614453024453,26.093995238095232
