dataset,scene,jsr,promptad_auc,normal_auc,raw_lam0_auc,minmax_lam0_auc,z_lam0_auc,raw_lam0.02_auc,minmax_lam0.02_auc,z_lam0.02_auc,raw_lam0.05_auc,minmax_lam0.05_auc,z_lam0.05_auc,raw_lam0.1_auc,minmax_lam0.1_auc,z_lam0.1_auc,raw_lam0.2_auc,minmax_lam0.2_auc,z_lam0.2_auc,raw_lam0.4_auc,minmax_lam0.4_auc,z_lam0.4_auc,raw_lam0.8_auc,minmax_lam0.8_auc,z_lam0.8_auc,raw_lam1_auc,minmax_lam1_auc,z_lam1_auc,raw_lam1.5_auc,minmax_lam1.5_auc,z_lam1.5_auc,raw_lam2_auc,minmax_lam2_auc,z_lam2_auc,raw_lam3_auc,minmax_lam3_auc,z_lam3_auc,raw_lam5_auc,minmax_lam5_auc,z_lam5_auc,raw_lam10_auc,minmax_lam10_auc,z_lam10_auc
burst_signal,WeaponMuseum_spectrum,m20db,76.20879120879121,87.1978021978022,76.20879120879121,76.20879120879121,76.20879120879121,77.03296703296704,76.4835164835165,76.4835164835165,78.2967032967033,76.97802197802199,76.97802197802199,80.38461538461539,77.6923076923077,77.58241758241759,82.91208791208791,79.28571428571429,79.23076923076924,85.1098901098901,81.5934065934066,81.7032967032967,87.03296703296704,84.50549450549451,84.3956043956044,87.3076923076923,85.0,85.10989010989012,87.14285714285714,86.15384615384616,85.93406593406594,86.92307692307692,86.86813186813187,86.86813186813187,86.92307692307692,87.14285714285714,87.1978021978022,87.19780219780219,86.92307692307692,86.86813186813187,87.1978021978022,86.92307692307692,86.92307692307692
burst_signal,WeaponMuseum_spectrum,m30db,67.3076923076923,80.76923076923077,67.3076923076923,67.3076923076923,67.3076923076923,67.91208791208791,67.58241758241758,67.58241758241758,68.95604395604396,68.07692307692308,67.91208791208791,70.27472527472527,68.79120879120879,68.57142857142857,73.02197802197803,69.94505494505493,69.67032967032966,76.64835164835165,72.30769230769232,71.86813186813187,78.1043956043956,76.04395604395606,75.05494505494507,78.62637362637363,76.92307692307693,76.42857142857143,79.56043956043956,77.47252747252747,77.47252747252747,80.54945054945057,78.13186813186813,78.13186813186813,80.98901098901099,79.23076923076924,78.84615384615385,81.26373626373625,80.54945054945057,80.54945054945055,81.20879120879121,81.20879120879121,81.04395604395603
chirp_signal,Gymnasium_spectrum,m10db,96.18673050615595,99.24760601915183,96.18673050615595,96.18673050615595,96.18673050615595,96.40902872777018,96.30642954856361,96.30642954856361,96.75102599179206,96.51162790697674,96.51162790697674,97.46922024623802,96.75102599179206,96.75102599179206,98.25581395348837,97.46922024623802,97.36662106703146,98.97400820793433,98.22161422708618,98.22161422708618,99.35020519835841,98.97400820793433,98.93980848153214,99.4186046511628,99.1108071135431,99.04240766073872,99.55540355677155,99.28180574555402,99.24760601915185,99.65800273597812,99.4186046511628,99.3844049247606,99.76060191518468,99.55540355677155,99.55540355677155,99.65800273597812,99.76060191518468,99.76060191518468,99.58960328317374,99.69220246238031,99.72640218878249
chirp_signal,Gymnasium_spectrum,m20db,91.96875,98.0,91.96875,91.96875,91.96875,92.4375,92.21875,92.21875,92.96875,92.71875,92.6875,93.84375,93.06249999999999,93.03125,94.90625,93.96875,93.84375,96.15625,95.0625,95.0,97.21875,96.24999999999999,96.15625,97.5625,96.59375,96.53124999999999,97.78125,97.21875,97.09375,97.78125,97.625,97.59374999999999,97.90625,97.78125,97.78125,98.09375,97.90625,97.875,98.09375,98.09374999999999,98.09374999999999
chirp_signal,Gymnasium_spectrum,m30db,65.57403783431181,58.80626223091976,65.57403783431181,65.57403783431181,65.57403783431181,65.65557729941291,65.75342465753424,65.68819308545335,65.78604044357469,65.55772994129158,65.59034572733204,65.55772994129158,65.4924983692107,65.42726679712982,65.62296151337247,66.37312459230267,66.30789302022178,66.63405088062623,65.98173515981736,66.21004566210046,66.14481409001957,65.36203522504893,65.78604044357469,65.81865622961513,64.70971950424004,65.26418786692759,65.29680365296804,63.50293542074363,64.15525114155251,64.28571428571428,62.68754076973255,63.24200913242009,63.339856490541415,61.12198303979126,61.77429876060012,61.35029354207436,60.53489889106327,60.76320939334637,60.46966731898239,59.71950424005219,60.01304631441617
chirp_signal,Playground_spectrum,m10db,97.76383526383526,99.38867438867439,97.76383526383526,97.76383526383526,97.76383526383526,97.97297297297298,97.9086229086229,97.9086229086229,98.1981981981982,98.00514800514802,98.00514800514802,98.58429858429858,98.23037323037323,98.23037323037323,98.90604890604891,98.64864864864865,98.58429858429858,99.16344916344917,98.90604890604891,98.90604890604891,99.29214929214929,99.1956241956242,99.1956241956242,99.32432432432432,99.25997425997424,99.22779922779922,99.35649935649936,99.29214929214929,99.29214929214929,99.2921492921493,99.32432432432432,99.32432432432432,99.38867438867439,99.32432432432432,99.32432432432432,99.42084942084942,99.38867438867439,99.32432432432434,99.38867438867439,99.42084942084942,99.42084942084942
chirp_signal,Playground_spectrum,m20db,93.73456790123456,96.82098765432099,93.73456790123456,93.73456790123456,93.73456790123456,94.1358024691358,93.98148148148148,93.91975308641976,94.81481481481481,94.25925925925925,94.25925925925925,95.70987654320987,95.03086419753086,94.81481481481481,96.26543209876543,95.74074074074073,95.70987654320987,97.00617283950616,96.41975308641975,96.26543209876543,97.22222222222221,97.0679012345679,97.00617283950616,97.31481481481481,97.19135802469134,97.09876543209876,97.37654320987653,97.22222222222221,97.19135802469135,97.46913580246914,97.31481481481481,97.31481481481481,97.37654320987654,97.4074074074074,97.37654320987653,97.31481481481482,97.31481481481481,97.37654320987654,97.12962962962962,97.28395061728395,97.31481481481482
chirp_signal,Playground_spectrum,m30db,84.55812480202724,91.7960088691796,84.55812480202724,84.55812480202724,84.55812480202724,84.98574596135572,84.82736775419701,84.82736775419701,85.80931263858093,85.33417801710485,85.08077288565093,86.9179600886918,86.31612290148875,86.22109597719354,88.31168831168831,87.4881216344631,87.2347165030092,90.21222679759265,89.07190370605005,88.81849857459613,91.89103579347481,90.82990180551155,90.65568577763699,92.23946784922396,91.2258473234083,90.9724421919544,92.49287298067786,92.23946784922396,92.0494140006335,92.87298067785873,92.49287298067786,92.33449477351915,92.71460247070004,92.87298067785873,92.6829268292683,92.46119733924611,92.68292682926828,92.71460247070004,92.30281913208744,92.3661704149509,92.3661704149509
chirp_signal,TimeSquare_spectrum,m10db,97.32340829901806,99.0180551156161,97.32340829901806,97.32340829901806,97.32340829901806,97.49762432689262,97.30757047830217,97.30757047830217,97.68767817548306,97.59265125118783,97.59265125118783,97.87773202407348,97.75102945834652,97.75102945834652,98.4478935698448,98.00443458980044,98.00443458980044,98.85967690845739,98.54292049414,98.63794741843522,99.04973075704783,98.92302819132087,98.92302819132087,99.1130820399113,99.0180551156161,99.04973075704783,99.1130820399113,99.08140639847957,99.1130820399113,99.17643332277478,99.14475768134304,99.14475768134304,99.20810896420652,99.17643332277478,99.17643332277478,99.23978460563826,99.20810896420652,99.20810896420652,99.17643332277478,99.20810896420652,99.20810896420652
chirp_signal,TimeSquare_spectrum,m20db,90.52460949012672,92.33716475095785,90.52460949012672,90.52460949012672,90.52460949012672,90.92248747421161,90.86354258768053,90.83407014441497,91.482463896257,91.33510167992927,91.24668435013261,92.30769230769229,92.01296787503684,91.95402298850574,93.22133804892425,93.10344827586205,92.83819628647214,94.42970822281166,94.04656646035957,93.7518420277041,95.28440907751252,95.13704686118479,94.98968464485705,95.49071618037135,95.31388152077808,95.31388152077807,95.54966106690244,95.49071618037135,95.5201886236369,95.2844090775125,95.46124373710582,95.5201886236369,94.42970822281167,94.81284998526378,95.10757441791924,93.75184202770409,94.04656646035957,94.1349837901562,93.19186560565869,93.16239316239316,93.28028293545533
