method,task,dataset,scene,jsr,promptad_rescore_auc,resnet18_layer2_gallery_top0.1_auc,resnet18_layer2_fusion_raw_lam0.2_auc,resnet18_layer2_fusion_minmax_lam0.2_auc,resnet18_layer2_fusion_z_lam0.2_auc,resnet18_layer2_fusion_raw_lam0.5_auc,resnet18_layer2_fusion_minmax_lam0.5_auc,resnet18_layer2_fusion_z_lam0.5_auc,resnet18_layer2_fusion_raw_lam1_auc,resnet18_layer2_fusion_minmax_lam1_auc,resnet18_layer2_fusion_z_lam1_auc,resnet18_layer2_fusion_raw_lam1.5_auc,resnet18_layer2_fusion_minmax_lam1.5_auc,resnet18_layer2_fusion_z_lam1.5_auc,resnet18_layer2_fusion_raw_lam2_auc,resnet18_layer2_fusion_minmax_lam2_auc,resnet18_layer2_fusion_z_lam2_auc,resnet18_layer2_fusion_raw_lam3_auc,resnet18_layer2_fusion_minmax_lam3_auc,resnet18_layer2_fusion_z_lam3_auc,resnet18_layer3_gallery_top0.1_auc,resnet18_layer3_fusion_raw_lam0.2_auc,resnet18_layer3_fusion_minmax_lam0.2_auc,resnet18_layer3_fusion_z_lam0.2_auc,resnet18_layer3_fusion_raw_lam0.5_auc,resnet18_layer3_fusion_minmax_lam0.5_auc,resnet18_layer3_fusion_z_lam0.5_auc,resnet18_layer3_fusion_raw_lam1_auc,resnet18_layer3_fusion_minmax_lam1_auc,resnet18_layer3_fusion_z_lam1_auc,resnet18_layer3_fusion_raw_lam1.5_auc,resnet18_layer3_fusion_minmax_lam1.5_auc,resnet18_layer3_fusion_z_lam1.5_auc,resnet18_layer3_fusion_raw_lam2_auc,resnet18_layer3_fusion_minmax_lam2_auc,resnet18_layer3_fusion_z_lam2_auc,resnet18_layer3_fusion_raw_lam3_auc,resnet18_layer3_fusion_minmax_lam3_auc,resnet18_layer3_fusion_z_lam3_auc,formal_baseline_auc,delta_promptad_rescore_auc_vs_formal,delta_resnet18_layer2_gallery_top0.1_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam0.2_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam0.2_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam0.2_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam0.5_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam0.5_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam0.5_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam1_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam1_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam1_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam1.5_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam1.5_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam1.5_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam2_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam2_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam2_auc_vs_formal,delta_resnet18_layer2_fusion_raw_lam3_auc_vs_formal,delta_resnet18_layer2_fusion_minmax_lam3_auc_vs_formal,delta_resnet18_layer2_fusion_z_lam3_auc_vs_formal,delta_resnet18_layer3_gallery_top0.1_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam0.2_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam0.2_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam0.2_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam0.5_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam0.5_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam0.5_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam1_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam1_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam1_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam1.5_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam1.5_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam1.5_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam2_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam2_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam2_auc_vs_formal,delta_resnet18_layer3_fusion_raw_lam3_auc_vs_formal,delta_resnet18_layer3_fusion_minmax_lam3_auc_vs_formal,delta_resnet18_layer3_fusion_z_lam3_auc_vs_formal
cls_resnet_gallery_fusion,cls,burst_signal,Gymnasium_spectrum,m20db,87.44673295454545,94.06960227272727,90.48295454545455,89.98579545454545,89.98579545454545,92.6846590909091,91.47727272727273,91.58380681818183,93.99857954545455,93.6434659090909,93.75,94.4247159090909,94.35369318181819,94.35369318181819,94.4247159090909,94.31818181818183,94.38920454545455,94.8153409090909,94.46022727272728,94.53125000000001,97.51420454545455,96.02272727272727,92.11647727272728,91.15767045454545,97.9403409090909,95.56107954545455,94.35369318181817,97.83380681818181,97.58522727272727,96.83948863636364,97.86931818181817,97.90482954545455,97.72727272727273,97.69176136363636,98.01136363636364,97.9403409090909,97.72727272727273,97.83380681818181,98.046875,97.3722,-9.925467045454553,-3.3025977272727403,-6.88924545454546,-7.386404545454553,-7.386404545454553,-4.687540909090913,-5.894927272727273,-5.788393181818179,-3.37362045454546,-3.7287340909091,-3.6222000000000065,-2.9474840909091,-3.0185068181818195,-3.0185068181818195,-2.9474840909091,-3.0540181818181793,-2.98299545454546,-2.5568590909091,-2.911972727272726,-2.8409499999999923,0.14200454545454022,-1.3494727272727403,-5.255722727272726,-6.214529545454553,0.5681409090909,-1.8111204545454598,-3.0185068181818338,0.4616068181818065,0.21302727272725974,-0.5327113636363663,0.49711818181816625,0.5326295454545402,0.3550727272727272,0.31956136363635324,0.6391636363636337,0.5681409090909,0.3550727272727272,0.4616068181818065,0.6746749999999935
cls_resnet_gallery_fusion,cls,burst_signal,Gymnasium_spectrum,m30db,81.5340909090909,87.07386363636364,83.66477272727273,83.41619318181819,83.3096590909091,85.26278409090908,85.15625,85.01420454545455,86.93181818181817,86.39914772727273,86.328125,87.49999999999999,87.3934659090909,87.35795454545455,87.74857954545455,87.67755681818183,87.67755681818181,87.99715909090908,87.890625,87.89062499999999,97.26562500000001,90.76704545454545,86.54119318181817,85.33380681818181,95.66761363636364,91.37073863636364,89.24005681818183,97.05255681818181,95.27698863636364,93.57244318181817,97.265625,96.44886363636364,95.5965909090909,97.33664772727272,96.98153409090908,96.30681818181817,97.47869318181819,97.19460227272727,97.05255681818181,86.8253,-5.291209090909092,0.24856363636364165,-3.160527272727265,-3.4091068181818116,-3.515640909090905,-1.5625159090909193,-1.6690499999999986,-1.8110954545454518,0.10651818181817418,-0.42615227272726486,-0.4971749999999986,0.6746999999999872,0.5681659090909079,0.5326545454545482,0.9232795454545482,0.8522568181818286,0.8522568181818144,1.1718590909090807,1.0653250000000014,1.0653249999999872,10.440325000000016,3.9417454545454547,-0.2841068181818258,-1.4914931818181856,8.842313636363642,4.545438636363642,2.4147568181818286,10.227256818181814,8.451688636363642,6.747143181818174,10.440325000000001,9.623563636363642,8.771290909090908,10.511347727272721,10.15623409090908,9.481518181818174,10.653393181818188,10.369302272727268,10.227256818181814
cls_resnet_gallery_fusion,cls,chirp_signal,WeaponMuseum_spectrum,m10db,93.14365671641792,88.24626865671642,93.37686567164178,93.37686567164178,93.47014925373134,92.67723880597015,93.37686567164178,93.42350746268654,91.55783582089552,93.00373134328356,93.00373134328356,90.625,92.49067164179104,92.67723880597015,90.20522388059702,91.7910447761194,91.88432835820896,89.64552238805969,91.27798507462686,91.46455223880596,89.59888059701493,93.00373134328359,93.09701492537313,93.14365671641791,91.97761194029852,93.00373134328356,93.19029850746267,91.04477611940298,92.63059701492537,92.86380597014924,90.67164179104478,92.02425373134328,92.39738805970148,90.48507462686568,91.83768656716418,92.07089552238806,90.25186567164178,91.23134328358209,91.51119402985076,96.4086,-3.2649432835820846,-8.162331343283583,-3.031734328358226,-3.031734328358226,-2.9384507462686713,-3.7313611940298586,-3.031734328358226,-2.985092537313463,-4.8507641791044875,-3.4048686567164452,-3.4048686567164452,-5.783600000000007,-3.917928358208968,-3.7313611940298586,-6.203376119402989,-4.617555223880601,-4.524271641791046,-6.763077611940318,-5.130614925373152,-4.944047761194042,-6.809719402985081,-3.404868656716417,-3.3115850746268762,-3.264943283582099,-4.430988059701491,-3.4048686567164452,-3.2183014925373357,-5.363823880597025,-3.778002985074636,-3.544794029850763,-5.73695820895523,-4.384346268656728,-4.011211940298523,-5.923525373134325,-4.570913432835823,-4.33770447761195,-6.156734328358226,-5.177256716417915,-4.897405970149251
cls_resnet_gallery_fusion,cls,chirp_signal,WeaponMuseum_spectrum,m20db,91.40552995391705,89.63133640552996,93.41013824884793,92.67281105990784,92.7188940092166,93.22580645161291,93.31797235023042,93.31797235023042,92.76497695852534,93.41013824884793,93.27188940092167,92.30414746543778,93.31797235023042,93.41013824884791,91.61290322580643,93.2258064516129,93.04147465437788,91.15207373271889,92.85714285714286,92.76497695852534,90.13824884792628,93.04147465437788,92.58064516129033,92.44239631336406,92.16589861751153,92.99539170506912,93.08755760368665,91.33640552995391,92.85714285714286,92.99539170506912,91.01382488479263,92.48847926267281,92.53456221198158,90.8294930875576,92.16589861751153,92.3041474654378,90.69124423963135,91.5668202764977,91.79723502304148,94.7926,-3.3870700460829397,-5.161263594470029,-1.3824617511520643,-2.1197889400921497,-2.0737059907833952,-1.566793548387082,-1.4746276497695732,-1.4746276497695732,-2.027623041474655,-1.3824617511520643,-1.5207105990783276,-2.4884525345622137,-1.4746276497695732,-1.3824617511520785,-3.179696774193559,-1.5667935483870963,-1.751125345622114,-3.6405262672811034,-1.9354571428571319,-2.027623041474655,-4.6543511520737155,-1.751125345622114,-2.2119548387096586,-2.350203686635936,-2.626701382488463,-1.7972082949308685,-1.7050423963133454,-3.4561944700460856,-1.9354571428571319,-1.7972082949308685,-3.7787751152073668,-2.3041207373271817,-2.258037788018413,-3.9631069124423988,-2.626701382488463,-2.4884525345621995,-4.101355760368648,-3.225779723502299,-2.9953649769585127
cls_resnet_gallery_fusion,cls,chirp_signal,WeaponMuseum_spectrum,m30db,86.19257086999022,77.46823069403715,85.92375366568915,86.51026392961877,86.21700879765396,84.79960899315738,86.26588465298143,85.87487781036168,82.35581622678397,85.6793743890518,85.48387096774194,81.08504398826979,84.89736070381232,84.50635386119258,80.69403714565004,84.3108504398827,83.57771260997067,79.56989247311827,82.50244379276637,81.47605083088955,81.13391984359725,86.51026392961876,87.14565004887585,87.04789833822092,84.99511241446726,86.99902248289345,86.95014662756599,84.40860215053763,86.02150537634408,86.11925708699903,83.47996089931574,85.386119257087,85.48387096774194,83.28445747800586,84.94623655913979,84.94623655913979,82.60019550342132,84.65298142717498,84.84848484848484,88.2698,-2.0772291300097834,-10.801569305962857,-2.3460463343108557,-1.7595360703812304,-2.052791202346043,-3.470191006842626,-2.0039153470185767,-2.394922189638322,-5.913983773216032,-2.590425610948202,-2.7859290322580677,-7.184756011730215,-3.372439296187679,-3.7634461388074243,-7.575762854349961,-3.958949560117304,-4.692087390029329,-8.69990752688173,-5.767356207233632,-6.7937491691104555,-7.135880156402749,-1.7595360703812446,-1.1241499511241528,-1.2219016617790857,-3.274687585532746,-1.270777517106552,-1.3196533724340185,-3.8611978494623713,-2.248294623655923,-2.150542913000976,-4.7898391006842616,-2.8836807429130005,-2.7859290322580677,-4.985342521994141,-3.3235634408602124,-3.3235634408602124,-5.669604496578685,-3.616818572825025,-3.4213151515151594
cls_resnet_gallery_fusion,cls,chirp_signal,Playground_spectrum,m10db,97.76383526383526,92.95366795366796,98.8095238095238,98.51994851994851,98.48777348777348,98.84169884169884,98.84169884169884,98.87387387387388,98.1981981981982,98.84169884169884,98.80952380952381,97.58687258687259,98.71299871299873,98.74517374517376,96.78249678249678,98.51994851994853,98.55212355212355,95.94594594594594,98.005148005148,98.1016731016731,96.2033462033462,99.03474903474904,98.55212355212355,98.51994851994851,98.80952380952381,98.90604890604891,98.77734877734878,98.45559845559846,98.97039897039897,99.002574002574,97.97297297297297,98.90604890604891,98.93822393822394,97.55469755469754,98.77734877734878,98.90604890604891,97.29729729729729,98.64864864864866,98.61647361647363,99.9678,-2.2039647361647354,-7.014132046332037,-1.158276190476201,-1.447851480051483,-1.480026512226516,-1.1261011583011538,-1.1261011583011538,-1.0939261261261208,-1.769601801801798,-1.1261011583011538,-1.1582761904761867,-2.3809274131274094,-1.2548012870012712,-1.2226262548262383,-3.1853032175032183,-1.4478514800514688,-1.41567644787645,-4.02185405405406,-1.9626519948519956,-1.8661268983268968,-3.7644537966537968,-0.9330509652509562,-1.41567644787645,-1.447851480051483,-1.1582761904761867,-1.061751093951088,-1.1904512226512196,-1.5122015444015346,-0.9974010296010221,-0.9652259974260033,-1.9948270270270285,-1.061751093951088,-1.029576061776055,-2.4131024453024565,-1.1904512226512196,-1.061751093951088,-2.6705027027027057,-1.319151351351337,-1.35132638352637
cls_resnet_gallery_fusion,cls,chirp_signal,Playground_spectrum,m20db,93.73456790123456,92.09876543209876,96.41975308641975,95.83333333333333,95.64814814814814,96.57407407407406,96.45061728395062,96.38888888888889,96.04938271604938,96.6358024691358,96.60493827160494,95.43209876543209,96.41975308641976,96.57407407407406,95.24691358024691,96.26543209876543,96.32716049382715,94.32098765432099,95.679012345679,96.04938271604938,93.67283950617283,96.97530864197532,96.23456790123456,95.86419753086419,96.79012345679013,96.79012345679013,96.75925925925925,95.98765432098766,96.91358024691357,96.94444444444444,95.61728395061728,96.91358024691358,96.94444444444443,95.21604938271606,96.60493827160494,96.94444444444443,94.62962962962963,96.04938271604938,96.54320987654322,99.8457,-6.111132098765438,-7.746934567901235,-3.4259469135802476,-4.012366666666665,-4.1975518518518555,-3.2716259259259317,-3.395082716049373,-3.456811111111108,-3.7963172839506143,-3.209897530864197,-3.240761728395057,-4.413601234567906,-3.4259469135802334,-3.2716259259259317,-4.5987864197530826,-3.5802679012345635,-3.518539506172843,-5.524712345679006,-4.166687654320995,-3.7963172839506143,-6.172860493827159,-2.8703913580246763,-3.611132098765438,-3.9815024691358047,-3.0555765432098667,-3.0555765432098667,-3.0864407407407413,-3.858045679012335,-2.9321197530864254,-2.901255555555551,-4.228416049382716,-2.932119753086411,-2.901255555555565,-4.629650617283929,-3.240761728395057,-2.901255555555565,-5.21607037037036,-3.7963172839506143,-3.302490123456778
cls_resnet_gallery_fusion,cls,chirp_signal,Playground_spectrum,m30db,84.55812480202724,86.69623059866962,90.27557808045613,88.02660753880266,87.51979727589485,91.384225530567,90.27557808045613,90.08552423186569,90.27557808045613,91.32087424770353,91.06746911624961,89.45201140323091,91.13082039911309,91.35254988913525,89.0402280646183,90.62401013620527,91.03579347481786,88.470066518847,89.99049730757048,90.27557808045613,87.67817548305355,91.13082039911309,88.2166613873931,87.51979727589483,91.35254988913526,90.71903706050047,89.99049730757048,90.37060500475134,91.51092809629394,91.09914475768134,89.42033576179918,91.384225530567,91.41590117199874,89.19860627177701,91.22584732340829,91.32087424770351,88.62844472600571,90.71903706050047,90.90909090909092,96.9908,-12.432675197972756,-10.294569401330378,-6.715221919543865,-8.964192461197328,-9.471002724105148,-5.606574469432999,-6.715221919543865,-6.905275768134302,-6.715221919543865,-5.669925752296464,-5.923330883750381,-7.538788596769081,-5.859979600886902,-5.638250110864746,-7.950571935381689,-6.366789863794722,-5.955006525182128,-8.520733481152988,-7.000302692429514,-6.715221919543865,-9.312624516946443,-5.859979600886902,-8.77413861260689,-9.471002724105162,-5.638250110864732,-6.271762939499524,-7.000302692429514,-6.620194995248653,-5.479871903706055,-5.891655242318649,-7.570464238200813,-5.606574469432999,-5.574898828001253,-7.792193728222983,-5.7649526765917045,-5.6699257522964785,-8.362355273994282,-6.271762939499524,-6.081709090909072
cls_resnet_gallery_fusion,cls,chirp_signal,TimeSquare_spectrum,m10db,97.32340829901806,95.40703199239783,98.09946151409567,97.75102945834652,97.75102945834652,98.09946151409565,98.16281279695914,98.16281279695914,97.87773202407348,98.09946151409565,98.09946151409565,97.43427304402914,98.03611023123219,98.03611023123217,97.08584098828,97.97275894836869,97.90940766550523,96.70573329109915,97.49762432689262,97.46594868546087,96.76908457396262,98.32119100411782,97.97275894836869,97.97275894836869,98.22616407982261,98.25783972125436,98.25783972125436,97.78270509977827,98.41621792841305,98.4478935698448,97.46594868546087,98.25783972125434,98.32119100411784,97.30757047830218,98.19448843839088,98.25783972125436,97.08584098828,97.84605638264175,97.9727589483687,99.3348,-2.011391700981946,-3.927768007602168,-1.235338485904336,-1.5837705416534789,-1.5837705416534789,-1.2353384859043501,-1.1719872030408567,-1.1719872030408567,-1.4570679759265204,-1.2353384859043501,-1.2353384859043501,-1.9005269559708609,-1.2986897687678152,-1.2986897687678294,-2.248959011720004,-1.3620410516313086,-1.4253923344947736,-2.629066708900851,-1.8371756731073816,-1.8688513145391283,-2.565715426037386,-1.01360899588218,-1.3620410516313086,-1.3620410516313086,-1.1086359201773917,-1.076960278745645,-1.076960278745645,-1.5520949002217321,-0.9185820715869539,-0.8869064301552072,-1.8688513145391283,-1.0769602787456591,-1.0136089958821657,-2.0272295216978193,-1.1403115616091242,-1.076960278745645,-2.248959011720004,-1.488743617358253,-1.3620410516312944
cls_resnet_gallery_fusion,cls,chirp_signal,TimeSquare_spectrum,m20db,90.52460949012672,89.15414087827881,92.95608605953434,92.21927497789567,92.18980253463013,93.07397583259652,93.22133804892425,93.04450338933097,92.72030651340997,93.22133804892425,93.07397583259652,91.89507810197463,92.92661361626878,92.92661361626878,91.27615679339817,92.54347185381668,92.77925139994106,90.48040082522841,91.74771588564693,91.98349543177129,94.81284998526377,94.87179487179488,93.36870026525197,92.92661361626878,95.43177129384026,94.75390509873269,94.5181255526083,95.37282640730916,95.28440907751252,95.16651930445033,95.22546419098144,95.43177129384026,95.31388152077807,95.37282640730918,95.4612437371058,95.40229885057471,95.43177129384026,95.43177129384026,95.34335396404363,95.6381,-5.113490509873273,-6.483959121721185,-2.6820139404656516,-3.418825022104329,-3.448297465369862,-2.5641241674034774,-2.416761951075742,-2.5935966106690245,-2.9177934865900284,-2.416761951075742,-2.5641241674034774,-3.7430218980253613,-2.711486383731213,-2.711486383731213,-4.361943206601822,-3.094628146183311,-2.858848600058934,-5.1576991747715795,-3.8903841143530684,-3.654604568228706,-0.8252500147362269,-0.7663051282051185,-2.2693997347480206,-2.711486383731213,-0.20632870615973786,-0.8841949012673069,-1.119974447391698,-0.26527359269083206,-0.35369092248747336,-0.47158069554966175,-0.41263580901855335,-0.20632870615973786,-0.32421847922192626,-0.26527359269081785,-0.17685626289419076,-0.23580114942528496,-0.20632870615973786,-0.20632870615973786,-0.29474603595636495
cls_resnet_gallery_fusion,cls,chirp_signal,TimeSquare_spectrum,m30db,84.1111111111111,86.79365079365078,88.31746031746032,86.44444444444444,86.44444444444444,88.63492063492065,88.31746031746033,88.38095238095238,88.3174603174603,88.69841269841271,88.73015873015873,87.90476190476191,88.47619047619048,88.47619047619048,87.5873015873016,88.25396825396825,88.25396825396825,87.55555555555557,87.99999999999999,87.99999999999999,89.5873015873016,91.01587301587303,87.71428571428571,87.20634920634922,90.95238095238093,90.73015873015873,90.34920634920636,90.95238095238095,90.82539682539682,90.82539682539682,90.5079365079365,90.88888888888889,90.85714285714286,90.47619047619048,90.92063492063492,90.8888888888889,90.47619047619048,90.82539682539684,90.98412698412699,94.8889,-10.777788888888907,-8.095249206349223,-6.57143968253969,-8.444455555555564,-8.444455555555564,-6.25397936507936,-6.571439682539676,-6.507947619047627,-6.571439682539705,-6.1904873015872965,-6.158741269841272,-6.9841380952380945,-6.412709523809525,-6.412709523809525,-7.301598412698411,-6.634931746031754,-6.634931746031754,-7.333344444444435,-6.888900000000021,-6.888900000000021,-5.301598412698411,-3.87302698412698,-7.1746142857142985,-7.68255079365079,-3.936519047619072,-4.158741269841272,-4.539693650793652,-3.9365190476190577,-4.063503174603184,-4.063503174603184,-4.3809634920635006,-4.000011111111121,-4.0317571428571455,-4.412709523809525,-3.968265079365082,-4.000011111111107,-4.412709523809525,-4.06350317460317,-3.904773015873019
cls_resnet_gallery_fusion,cls,chirp_signal,Gymnasium_spectrum,m10db,96.18673050615595,96.44322845417237,97.5718194254446,97.09302325581395,96.99042407660738,98.05061559507524,97.8796169630643,97.81121751025992,97.91381668946649,98.01641586867305,98.05061559507524,97.8796169630643,98.08481532147742,98.11901504787961,97.81121751025991,97.8796169630643,97.94801641586868,97.5376196990424,97.8796169630643,97.8796169630643,98.83720930232558,98.59781121751026,97.64021887824896,97.40082079343365,98.73461012311901,98.39261285909713,98.1532147742818,98.83720930232558,98.66621067031464,98.70041039671682,98.97400820793433,98.73461012311901,98.7688098495212,99.00820793433653,98.83720930232558,98.73461012311901,98.87140902872777,98.83720930232558,98.83720930232558,100.0,-3.8132694938440466,-3.5567715458276297,-2.428180574555398,-2.9069767441860535,-3.0095759233926174,-1.949384404924757,-2.1203830369357064,-2.1887824897400776,-2.0861833105335137,-1.9835841313269498,-1.949384404924757,-2.1203830369357064,-1.9151846785225786,-1.8809849521203859,-2.188782489740092,-2.1203830369357064,-2.051983584131321,-2.462380300957605,-2.1203830369357064,-2.1203830369357064,-1.1627906976744242,-1.4021887824897448,-2.359781121751041,-2.5991792065663475,-1.2653898768809881,-1.6073871409028726,-1.8467852257181931,-1.1627906976744242,-1.3337893296853593,-1.2995896032831808,-1.0259917920656676,-1.2653898768809881,-1.2311901504787954,-0.9917920656634749,-1.1627906976744242,-1.2653898768809881,-1.1285909712722315,-1.1627906976744242,-1.1627906976744242
cls_resnet_gallery_fusion,cls,chirp_signal,Gymnasium_spectrum,m20db,91.96875,92.8125,94.34375,93.65625,93.8125,95.0,94.4375,94.625,94.6875,94.9375,95.03125,94.28125,94.87500000000001,94.78125,94.12499999999999,94.75,94.71875,93.65625,94.59375,94.40625,96.71875,96.5,94.5625,94.5,96.93750000000001,96.15625,96.03125,97.1875,96.84375,96.84375,97.0,96.90625000000001,96.90625000000001,97.125,96.96875,96.9375,97.0625,97.21875000000001,97.125,97.625,-5.65625,-4.8125,-3.28125,-3.96875,-3.8125,-2.625,-3.1875,-3.0,-2.9375,-2.6875,-2.59375,-3.34375,-2.749999999999986,-2.84375,-3.500000000000014,-2.875,-2.90625,-3.96875,-3.03125,-3.21875,-0.90625,-1.125,-3.0625,-3.125,-0.6874999999999858,-1.46875,-1.59375,-0.4375,-0.78125,-0.78125,-0.625,-0.7187499999999858,-0.7187499999999858,-0.5,-0.65625,-0.6875,-0.5625,-0.4062499999999858,-0.5
cls_resnet_gallery_fusion,cls,chirp_signal,Gymnasium_spectrum,m30db,65.57403783431181,61.382909328114806,66.0143509458578,65.85127201565558,65.91650358773646,65.55772994129158,65.65557729941293,66.0143509458578,63.95955642530985,64.02478799739075,64.80756686236138,63.66601435094586,63.73124592302675,63.86170906718852,63.11154598825832,63.24200913242009,63.6986301369863,62.654924983692105,62.72015655577299,62.850619699934754,66.82974559686889,67.02544031311155,66.37312459230267,66.24266144814091,67.57990867579909,67.48206131767776,67.44944553163731,67.64514024787998,67.84083496412265,67.54729288975865,68.2648401826484,67.54729288975865,67.38421395955643,67.64514024787998,68.00391389432485,67.61252446183953,67.2211350293542,67.67775603392042,68.10176125244618,46.4775,19.09653783431181,14.905409328114807,19.5368509458578,19.373772015655582,19.439003587736458,19.080229941291584,19.178077299412926,19.5368509458578,17.48205642530985,17.547287997390747,18.330066862361384,17.18851435094586,17.25374592302675,17.38420906718852,16.634045988258322,16.764509132420088,17.221130136986304,16.177424983692106,16.24265655577299,16.373119699934755,20.35224559686889,20.547940313111546,19.895624592302674,19.76516144814091,21.10240867579909,21.004561317677762,20.97194553163731,21.16764024787998,21.36333496412265,21.069792889758652,21.7873401826484,21.069792889758652,20.906713959556434,21.16764024787998,21.526413894324854,21.135024461839528,20.743635029354202,21.200256033920418,21.624261252446182
cls_resnet_gallery_fusion,cls,dsss_signal,WeaponMuseum_spectrum,m10db,69.33212176283507,99.00045433893685,86.96047251249432,79.19127669241254,77.55565651976374,93.36665152203543,85.8246251703771,84.41617446615174,97.09223080417992,91.23125851885506,89.8682417083144,98.31894593366651,93.54838709677419,92.45797364834166,98.59154929577466,95.32030895047706,94.13902771467515,98.77328487051341,97.22853248523398,96.54702407996365,95.910949568378,86.91503861880963,78.05542935029531,76.32894139027714,91.04952294411632,84.77964561562925,82.41708314402545,93.5029532030895,87.96001817355747,86.91503861880963,94.54793275783734,89.86824170831441,88.73239436619718,94.82053611994547,91.18582462517037,89.9136756019991,95.41117673784643,92.73057701044979,91.77646524307133,69.5593,-0.22717823716492092,29.441154338936855,17.401172512494327,9.63197669241255,7.996356519763751,23.807351522035432,16.26532517037711,14.856874466151751,27.532930804179927,21.671958518855064,20.308941708314407,28.75964593366652,23.9890870967742,22.89867364834167,29.032249295774662,25.761008950477063,24.57972771467516,29.213984870513414,27.66923248523399,26.987724079963655,26.351649568378008,17.35573861880964,8.49612935029532,6.769641390277144,21.490222944116326,15.220345615629256,12.857783144025461,23.94365320308951,18.40071817355748,17.35573861880964,24.98863275783735,20.30894170831442,19.17309436619719,25.26123611994548,21.626524625170376,20.35437560199911,25.85187673784644,23.1712770104498,22.217165243071335
cls_resnet_gallery_fusion,cls,dsss_signal,WeaponMuseum_spectrum,m20db,59.35938209904589,97.86460699681963,81.3721035892776,71.10404361653794,69.46842344388914,90.64061790095411,81.19036801453885,78.5552021808269,95.184007269423,88.32348932303498,86.41526578827805,96.31985461154021,92.54884143571105,90.32258064516128,96.86506133575648,94.09359382099046,92.82144479781917,97.45570195365742,95.72921399363926,94.82053611994549,92.82144479781917,81.23580190822352,69.15038618809632,67.74193548387098,86.00636074511586,78.28259881871877,76.5106769650159,89.41390277146752,83.05315765561109,81.96274420717855,90.45888232621535,85.09768287142208,83.96183552930486,91.18582462517037,86.82417083144026,85.68832348932305,91.68559745570195,88.50522489777374,87.77828259881872,65.4702,-6.1108179009541175,32.394406996819626,15.901903589277595,5.633843616537931,3.998223443889131,25.170417900954106,15.720168014538842,13.08500218082689,29.713807269423,22.85328932303497,20.945065788278043,30.849654611540203,27.07864143571105,24.852380645161276,31.394861335756474,28.623393820990458,27.351244797819163,31.98550195365742,30.259013993639257,29.35033611994548,27.351244797819163,15.765601908223516,3.6801861880963145,2.2717354838709696,20.53616074511585,12.812398818718762,11.040476965015898,23.943702771467514,17.582957655611082,16.49254420717854,24.98868232621534,19.627482871422075,18.491635529304858,25.715624625170364,21.35397083144025,20.218123489323048,26.215397455701947,23.035024897773738,22.308082598818714
